{tclvariable 
	{energy {-2471.42140171}}
	{767 7.242838 12.738981 11.756658 0.969452781095 -0.144937967273 -0.175271960423 0.0918369792629 2.01626521154 -27.4473721735 4.61235467791}
	{768 14.127151 7.298667 3.329812 0.636905191216 0.577600173411 0.343021102984 0.378241113558 -3.53057794996 -1.5703574002 0.836533541263}
	{769 4.483629 8.045413 1.72553 0.809888062927 0.586503045571 -0.00573200044537 -0.00791500061499 4.36290258666 2.77365921559 4.30911067452}
	{770 0.446169 6.090905 5.976178 0.892543564414 -0.154093924798 -0.305379850966 0.293877856579 10.1399365281 0.468756579791 6.20370792146}
	{771 14.196547 4.884635 14.188876 0.664856005457 -0.365322002998 -0.00369800003035 -0.651531005347 -3.57341612459 4.59891754796 0.363373362716}
	{772 8.692984 7.945978 9.934505 0.683542946389 0.265112979207 0.245913980713 0.634042950271 0.509812957696 0.535880801608 -4.9255349836}
	{773 8.35263 0.16974 10.258011 0.855511989395 0.285988996455 -0.136847998304 -0.409367994925 -6.11528444486 4.0054438659 15.0173989032}
	{774 13.211305 10.772722 4.248221 0.848530945908 -0.386699975348 -0.177539988682 -0.314543979948 2.69567733962 1.62454183504 0.663117650144}
	{775 1.871562 0.461841 15.359126 0.630815060231 -0.517569049419 -0.0227710021742 -0.577647055155 -0.621472031737 1.6850625977 -5.43255042466}
	{776 3.993479 7.28329 9.70081 0.770639614427 0.634708682437 0.0362959818401 0.044068977951 -6.38261369195 4.04488875597 -12.7435529794}
	{777 5.332325 15.357008 5.983304 0.823962986019 -0.410894993028 -0.38957499339 -0.0219459996276 -21.9791933319 -15.0511157589 -4.68564932576}
	{778 4.454345 11.813939 8.010124 0.820664251877 -0.369814113503 -0.431056132299 0.062756019261 2.06009899866 0.74492385427 1.99099453811}
	{779 12.97187 8.910681 9.208849 0.878677239372 0.422610115129 -0.0962650262248 -0.200150054525 5.78791294469 1.09163005834 -2.52890330863}
	{780 4.793476 13.710237 15.537968 0.838435153593 0.468099085751 0.136065024926 0.243713044646 -3.61144301492 -2.3535193854 -5.60797658537}
	{781 4.182184 4.411021 2.503098 0.598295609472 0.491316679301 -0.401701737795 -0.489168680703 -6.32378751702 7.21552907987 23.3339460529}
	{782 10.11518 10.600989 12.578154 0.839216233966 0.543788151603 -0.00176700049262 -0.00272700076026 -1.30281868555 4.727545155 6.13420561009}
	{783 6.68386 2.790286 15.705564 0.754201682855 0.651201726167 -0.0551299768176 -0.0638499731508 -26.435190141 -11.4507759925 -26.1205559386}
	{784 8.057018 0.925814 4.054978 0.687769005402 -0.54882100431 -0.107261000842 -0.462887003636 -26.2720697908 22.3143336297 -8.06343137194}
	{785 13.277149 5.821984 1.703053 0.727741301194 0.156344064707 0.140265058052 0.652897270218 7.61820536053 20.1721716896 1.26274622753}
	{786 0.31144 9.790352 10.017037 0.865429164862 0.139223026522 -0.0764440145624 -0.475190090522 -2.69927374587 -1.54748422716 -7.19143721415}
	{787 12.383824 2.528378 12.950609 0.780216976533 -0.264132992056 -0.042158998732 -0.565435982993 -0.0822323498348 -7.43777432262 -4.66551383402}
	{788 9.266493 11.077016 6.375934 0.820080995946 0.567453997195 -0.0420569997921 -0.0607809996995 -8.66392072991 3.87505984103 -1.35062861351}
	{789 4.137993 13.506212 12.298826 0.719069225599 -0.528172165707 -0.131724041327 -0.431998135534 -26.2779333485 -5.17405130679 3.79279446516}
	{790 1.547073 11.460638 2.090609 0.897834751304 -0.229449936443 -0.0973289730403 -0.363004899449 17.238332436 -3.53907931629 7.43182334951}
	{791 13.821931 4.535805 9.544061 0.792969798686 0.605005846405 -0.0436009889309 -0.0571469854919 -3.47172507875 0.0684326067483 3.55714849478}
	{792 6.283658 12.367835 7.736108 0.552149936871 -0.411758952922 0.0551339936964 -0.722872917352 -6.47354544542 -4.24591611416 4.48018695505}
	{793 13.280768 7.382475 8.656414 0.978684224584 0.20516304708 -0.00189500043486 -0.00904000207445 16.856637466 20.4379659676 17.3873898943}
	{794 10.980283 12.499702 1.314827 0.802765053424 -0.479586031916 -0.253454016867 -0.24764201648 11.6810084366 -4.24935334449 18.246783654}
	{795 8.156957 0.925766 2.883198 0.687536025368 0.619585022861 0.253514009354 0.28131701038 -3.61558986852 -0.765209587393 -8.65115017026}
	{796 12.590998 0.587821 6.708729 0.985623509633 0.128703066548 0.0141730073284 0.108540056122 -23.459752695 11.6534647068 18.3320854344}
	{797 14.789936 4.305068 5.699483 0.6723415702 -0.304823805139 -0.632323595782 0.2349598498 -1.03228408101 -3.10013927451 -3.90431517469}
	{798 12.076056 7.317695 11.290579 0.967946006163 0.251132001599 0.00091400000582 0.00352300002243 9.81316303315 25.3422794495 15.657431974}
	{799 6.740514 0.34352 8.908714 0.903700598987 -0.320044857982 -0.205811908672 -0.196310912888 -5.42373079079 -12.6672003117 -1.11104979227}
	{800 6.677493 9.248114 3.290865 0.806535129306 0.2351490377 0.15182002434 0.520727083484 -12.9000326475 30.2325820798 17.5388927725}
	{801 0.665451 8.642689 6.143162 0.925932337532 -0.274728100147 -0.184427067229 -0.182100066381 0.00266009869891 16.6713480482 -5.10930763005}
	{802 12.210639 13.542733 9.148633 0.936597120976 0.287883037184 -0.0586940075812 -0.190956024665 14.9008947174 12.2645960642 18.7496435617}
	{803 14.728253 15.470336 7.474162 0.579447086461 0.550038082073 0.414051061782 0.436189065085 9.42025060651 17.2470560575 1.61099775246}
	{804 3.116457 6.66762 2.025743 0.723497047906 -0.555029036751 -0.180236011934 -0.36879502442 -9.9127057266 -1.09748070166 6.40879755564}
	{805 0.593467 5.923876 9.129548 0.731833307466 0.387290162713 0.262282110193 0.495615208223 -1.04988313803 16.050601721 0.718335142076}
	{806 4.251801 0.45393 3.269485 0.322639761502 -0.538934601615 0.214135841709 -0.748063447025 12.5872366012 33.7747270008 -1.91565566305}
	{807 9.101251 10.644223 8.22809 0.819619254153 -0.346300107383 -0.102693031844 -0.444696137895 -4.81520135524 -13.9402904138 17.3503780041}
	{808 2.755427 6.839355 7.371064 0.739983827575 0.668637844199 0.0490259885763 0.0542569873574 8.56365309438 -6.17671372425 -32.8909030029}
	{809 13.669279 6.570854 11.783682 0.810420000482 -0.192621000115 -0.448749000267 0.323637000192 2.6820418121 17.3183946392 2.26817246558}
	{810 6.713695 12.025426 1.12118 0.641787844409 -0.657737840542 -0.204895950326 -0.336907918322 23.8513950238 0.891123142424 3.01778046915}
	{811 5.980722 13.744091 7.589123 0.890753698316 -0.145323950781 -0.299799898463 0.309125895304 12.3331629653 -44.6228115477 37.5931633592}
	{812 8.335343 4.349404 1.250604 0.898317853929 0.335273945483 0.0992809838564 0.266006956746 20.1211867881 -0.200332620427 -13.8507427861}
	{813 7.39241 15.040542 4.148015 0.773957413861 0.273191146085 0.19015110168 0.538701288062 -2.08909823575 -27.618256985 -7.07573311552}
	{814 6.407342 10.542531 3.130147 0.47133905552 -0.255478030094 0.0719720084778 -0.841065099072 30.3885235708 -35.8091430226 -52.9629691195}
	{815 12.816141 5.824281 3.515868 0.672238200938 0.527924157802 0.320569095821 0.408200122015 -2.07049956229 -18.3130228414 -18.3476434349}
	{816 11.134741 5.601455 3.849485 0.910206575259 -0.271507873303 -0.307563856478 0.0566739735535 0.540556750352 -4.26905654034 0.353354567087}
	{817 11.533036 1.144123 10.977419 0.646961044758 0.374224025889 0.332656023014 0.575098039786 -1.06319466027 10.2801532294 5.86262258918}
	{818 8.062079 1.896036 10.94208 0.945388607349 -0.195338918869 -0.241247899802 0.0994109587113 -2.90898710952 1.35800278189 -6.17066365706}
	{819 4.108829 6.183388 1.624316 0.918492498375 0.395117784211 -0.00629099656424 -0.0146249920127 -19.2116637613 20.9900233885 10.9844969653}
	{820 1.927556 14.24467 12.038658 0.544929973766 -0.529225974522 0.0460219977844 -0.648731968769 -20.3948473142 -20.7387795116 -0.273508667978}
	{821 14.186021 11.536697 3.97966 0.801569109352 -0.404212055144 -0.125221017083 -0.422397057624 -9.20774370672 16.3057852609 -16.0596421627}
	{822 1.595424 1.053222 1.2683 0.703514017454 0.386002009577 -0.287038007121 -0.523144012979 7.15747401765 0.786289066429 12.664490862}
	{823 7.470521 12.016501 7.587989 0.600731941721 -0.52456494911 0.00111099989222 -0.603283941474 0.648513987812 -4.45333646763 -17.494371955}
	{824 5.562057 1.457608 0.520313 0.738734696591 0.668676725365 -0.0567149767064 -0.0626569742659 6.4274681924 -10.3201690193 12.0798273865}
	{825 9.106213 15.310704 7.226034 0.875627309467 0.228945080914 0.107578038021 0.411446145415 -7.58042773187 58.4553760574 20.6764025402}
	{826 1.462852 15.797481 7.807197 0.615939108743 0.545524096311 -0.376828066528 -0.425468075115 1.29790466084 2.35251247723 0.90948665112}
	{827 9.161803 2.270619 3.50765 0.981409002676 -0.118924000324 -0.0933510002545 -0.118233000322 -4.87840376036 -7.25830576045 2.4681608721}
	{828 7.815025 14.780963 11.52783 0.980858182606 -0.134819025099 -0.11398002122 -0.0821560152949 12.9285968817 -0.286637500893 -11.6577326524}
	{829 4.969558 12.695287 12.909652 0.74302598913 -0.542325992066 -0.206290996982 -0.333524995121 -5.73380966108 14.7535014288 -13.6313860379}
	{830 5.392828 9.385045 14.301463 0.793452305126 0.565481217459 -0.130635050236 -0.183300070489 -3.99117521162 -15.3581114067 -11.3645064252}
	{831 4.310647 1.014729 8.52664 0.804628853913 0.593684892212 -0.00624499886617 -0.00846499846311 7.45674031145 -6.77209633807 -4.38878351988}
	{832 2.357417 14.457941 15.000399 0.577433154804 -0.40318510809 0.0411630110354 -0.708744190008 3.88320908116 12.496575063 -8.39328620781}
	{833 13.048456 5.561171 6.974134 0.921098710494 -0.200164937087 -0.289007909163 0.16728894742 -2.80161024438 -6.33859435414 0.13851115632}
	{834 7.079462 14.420256 6.203367 0.616573044022 0.53431903815 -0.378677027037 -0.436972031199 -12.9710983422 55.0037963438 -31.9064693932}
	{835 8.426952 13.084026 14.714978 0.844223691086 -0.406756851162 -0.20138692631 -0.28509389568 13.7193056532 -10.3198524968 -15.7182973618}
	{836 0.984488 4.908966 13.757208 0.736927400259 0.274666149184 0.215715117165 0.578760314351 0.0732681105263 -15.8172994103 -1.13378582254}
	{837 4.431306 9.270038 10.892945 0.411147826357 -0.591215750308 0.145062938735 -0.67851171344 4.84949435118 -33.5798360882 -7.433587595}
	{838 6.64224 0.985301 15.24148 0.753010895329 0.458389936282 -0.245466965879 -0.403235943949 11.93823109 -2.52088693913 15.6362348521}
	{839 7.906415 4.683949 14.788925 0.654449885799 0.541126905574 0.336511941279 0.406984928982 12.3324934234 33.2380482723 7.32164789501}
	{840 3.679782 0.575744 13.585113 0.954363533653 -0.201104901731 -0.217572893684 0.0375379816572 3.95709793132 -14.3595969051 -3.55493183808}
	{841 3.759006 6.11727 8.032488 0.723775057519 0.641817051006 -0.168136013362 -0.189607015068 6.58463139145 -0.945526227872 20.0192067418}
	{842 10.324942 12.293578 0.417862 0.807450468376 -0.469104272112 -0.233143135239 -0.271310157378 1.7793466841 -1.81967851514 -4.77023535272}
	{843 10.641855 4.719053 7.112352 0.977564256285 0.130707034267 0.0218910057391 0.163721042922 -16.673069179 -5.60130667137 2.78654172592}
	{844 3.588887 0.440336 10.440458 0.653351996923 -0.592254997211 -0.102707999516 -0.460234997833 -5.37709395971 -2.68323644077 10.8882676096}
	{845 6.44256 6.914578 10.011389 0.360456857288 -0.429554829931 0.165278934563 -0.811317678784 -1.46662970697 0.553860082261 1.29331063333}
	{846 1.346665 8.353699 3.905818 0.807924153321 0.567484107692 -0.0912800173223 -0.129955024662 -19.225012445 -1.96544368221 1.85771592371}
	{847 12.006327 15.351339 8.167257 0.552330158126 0.549123157208 0.442213126601 0.44479512734 0.309033280472 -0.640293638843 -3.4005539154}
	{848 12.269681 10.228564 8.014652 0.784210744481 -0.449316853599 -0.427488860711 -0.0195229936388 -4.42697392879 -6.14493707727 -7.02210180072}
	{849 0.934555 7.776996 8.084454 0.726732290814 -0.253884101596 -0.57328522941 0.280619112295 2.0948826759 0.340811870643 8.90317985024}
	{850 2.828429 7.046114 8.422196 0.635599950258 -0.645803949459 -0.150498988222 -0.39534796906 4.11686255299 -1.4603763217 17.5177981025}
	{851 7.059041 4.785717 9.49785 0.680337894324 0.316762950798 0.278961956669 0.599150906934 10.8889243331 15.6058417353 -28.6615086813}
	{852 11.027403 2.631212 11.39053 0.816265820535 0.567512875226 0.0615859864597 0.0885799805248 13.8477882971 4.45039955011 -2.1200230053}
	{853 12.763134 14.551349 2.243253 0.75339338058 0.162276081975 -0.134179067781 -0.622945314684 12.144113014 46.5181542122 -3.40564161025}
	{854 6.182179 14.354323 3.567545 0.721817930561 0.37443296398 0.268014974217 0.516668950297 -0.898346342957 -4.79101467056 2.15278312024}
	{855 13.642332 5.398575 8.128828 0.906410127536 -0.30787704332 -0.187561026391 -0.220121030972 -0.407043269001 8.92540181083 -2.9872660337}
	{856 8.573164 13.414106 11.270468 0.938177390347 -0.153192063739 -0.0789180328354 -0.300212124909 -30.4138826114 6.00053742076 -6.78826287549}
	{857 5.628395 5.640116 0.606314 0.715945911843 0.480774940801 -0.282221965249 -0.420270948251 5.9732404875 -11.1741682694 -6.22810764261}
	{858 3.754273 4.334054 13.830647 0.932660632144 0.157134938024 -0.0539509787209 -0.3202218737 -22.3256361886 32.9404926085 18.7204830931}
	{859 12.995309 14.950132 10.3959 0.838919106794 -0.244008031062 -0.065931008393 -0.482004061359 1.59595201896 3.0673321455 -0.527893113891}
	{860 2.714219 8.516163 2.174042 0.73340035348 0.295652142497 -0.22887211031 -0.567742273637 23.4156190942 7.0296350999 16.6005595018}
	{861 12.156913 11.460958 0.876835 0.891550813786 -0.335562929912 -0.197139958824 -0.231668951612 -23.9414209689 2.59190561121 -6.52188829384}
	{862 9.807501 12.70647 1.723938 0.656316983622 -0.646599983864 -0.225985994361 -0.316364992105 14.6886836625 -1.43845419744 -2.09076430406}
	{863 9.26494 13.831739 6.725349 0.681119188188 -0.471503130273 -0.0467700129222 -0.558188154224 -1.39757840675 -0.117426860987 -14.0875737698}
	{864 13.631824 10.797394 15.241397 0.946751027822 -0.225382006623 -0.157674004634 -0.167345004918 2.07388878073 1.10447754385 0.132996486081}
	{865 0.017809 13.797339 10.324162 0.718758906612 -0.546076929048 -0.419980945432 -0.0938169878104 -5.6072255549 -6.29655814234 25.9154781612}
	{866 14.962457 2.297957 8.148598 0.844759855977 -0.416256929033 -0.315626946189 -0.116148980198 -5.5129212939 -26.8849691548 34.2867541352}
	{867 10.163053 0.874364 5.021811 0.646238107969 0.41011906852 0.344843057614 0.543380090784 12.5216559937 0.782534027709 4.11774447944}
	{868 2.357978 7.800759 4.023944 0.929366280369 -0.271510081908 -0.191242057693 -0.161205048632 8.31361040549 -7.22866580377 -3.31977230638}
	{869 9.240795 8.014882 2.876222 0.704787161668 0.693358159046 0.105264024146 0.107000024544 1.51012702331 4.15631705098 -6.41798795497}
	{870 9.103217 15.856068 1.166998 0.598012692609 -0.641507670251 -0.0736889621223 -0.474782755952 13.496281852 -0.781902960801 -13.1903562799}
	{871 7.249795 3.931525 10.297722 0.617945821759 0.427140876795 0.375321891742 0.542979843383 -15.7665740257 -39.4887824789 12.9790881645}
	{872 15.212945 0.897362 11.034995 0.839258261366 -0.308568096096 -0.426859132935 0.13499104204 -0.523421305739 0.0628639170773 -4.06711351258}
	{873 12.409179 4.181534 2.286711 0.635873527678 0.57361857392 0.34586974309 0.383406715208 9.00340891853 11.382786215 11.4393873395}
	{874 4.978682 1.506214 12.004174 0.793538973489 -0.394469986821 -0.108819996364 -0.450385984953 -1.78919875375 0.265157583382 1.8402612137}
	{875 4.112841 14.139522 4.887146 0.709585059047 -0.14636601218 -0.00212800017708 -0.689247057354 0.00682979601004 -39.0989703079 31.2736331495}
	{876 12.317543 8.063843 7.002912 0.908092821737 -0.174690965707 -0.297943941512 0.236811953513 2.50218551046 4.23518907531 4.07946937326}
	{877 0.638361 14.473132 11.303802 0.656753954105 0.627409956156 -0.288994979805 -0.30251097886 -0.573689469439 1.68279029229 0.80198240667}
	{878 3.148347 7.514308 10.779897 0.893602716758 0.440685860317 -0.0377119880466 -0.0764719757609 31.0569530931 20.4240953176 18.6691613828}
	{879 12.142567 2.668195 3.612327 0.810665855554 -0.406913927495 -0.420781925024 0.0135829975797 14.504286233 6.67653033104 4.09291506675}
	{880 7.841425 14.695511 1.581379 0.607861749468 -0.68355771827 -0.168806930426 -0.367092848702 -18.0279744128 2.98889679184 17.1444813422}
	{881 3.550666 3.749041 4.118479 0.33914000947 -0.502900014043 0.19552800546 -0.770613021518 6.66010078139 6.20478271403 5.32338504996}
	{882 0.090018 9.625896 14.914634 0.864520006965 -0.332139002676 -0.373753003011 0.0509660004106 4.85125729523 26.1959264981 -30.6762841532}
	{883 2.976223 4.292432 0.008934 0.953136761195 0.205281948567 0.0467919882764 0.217255945567 48.3308880632 -42.2448615132 2.00982609747}
	{884 1.481892 5.500618 2.015994 0.560024205124 -0.376282137824 0.0511720187432 -0.736319269697 19.4638959767 -32.9581304313 -2.36191006058}
	{885 0.262776 13.109179 1.240475 0.843426317965 0.471342177692 -0.125771047415 -0.225056084844 10.1612342117 -24.4131630623 -20.3585590463}
	{886 14.907666 1.056133 12.978302 0.485052855634 -0.29576891197 0.0758169774346 -0.819448756108 7.13593734672 -17.1483021101 -9.98239587682}
	{887 13.67988 11.733951 11.714746 0.63015553838 0.368148730313 -0.344858747374 -0.590290567583 1.75110657062 6.825223753 -10.4969574587}
	{888 15.097117 0.453772 6.650448 0.380920857336 -0.324477878475 0.124749953278 -0.85676767912 1.53037882487 -2.63391754415 -2.7780242425}
	{889 8.600441 5.337929 4.545372 0.872339256351 0.0856910251817 0.0470560138282 0.47902714077 -18.5443688353 8.63730935988 6.14504715437}
	{890 1.787825 5.444952 7.354577 0.641494009409 -0.663718009735 -0.24068700353 -0.300056004401 30.7761354144 -22.6692456009 56.7203454507}
	{891 4.203241 3.430761 0.577821 0.692265821006 -0.551871857307 -0.117043969737 -0.450006883645 -6.01990800507 0.940344001128 4.33174692291}
	{892 5.187385 5.377521 8.765718 0.403246847064 -0.551322790904 0.153374941831 -0.714080729176 5.77578074955 -10.5637857972 2.87909344396}
	{893 4.776337 4.422873 9.302951 0.820143127653 -0.443196068982 -0.348216054199 -0.0984280153201 -5.01159313335 1.123899274 -11.0590415512}
	{894 1.482739 5.060992 10.619446 0.703448834955 0.519607878088 0.288124932399 0.390065908482 -2.61620507077 -9.46071322939 -5.81798361168}
	{895 4.490559 1.566145 0.043118 0.807639851244 0.589465891428 -0.00928099829057 -0.0127159976579 0.0628621103849 -7.06364286906 -2.20293948801}
	{896 8.302685 10.352493 3.457702 0.97946346342 -0.14374892125 -0.141078922713 -0.00918199496982 -5.40838297074 13.3147475424 -9.75273806084}
	{897 3.364349 9.383245 8.215492 0.685950582645 -0.572695651553 -0.131954919714 -0.429044738955 -14.5566596878 -3.33440793121 16.2449984036}
	{898 1.898423 14.614849 1.987554 0.491692208544 -0.61628926139 0.0669350283895 -0.611511259363 -10.9960272894 15.9019047075 0.806798597042}
	{899 6.593308 0.371785 0.734674 0.916057361701 -0.226415089399 -0.303206119719 0.132820052443 -0.239135372329 1.72037039203 0.616875973904}
	{900 15.808923 6.355856 0.331462 0.394621227316 -0.447723257905 0.149034085849 -0.78842045416 7.92337055135 4.00830458358 -5.67075939382}
	{901 1.261298 2.442451 6.679952 0.836972811883 0.328461926175 0.15990296406 0.407455908421 -2.5695542988 -7.64616315378 -8.68654504793}
	{902 7.62351 7.244582 14.401588 0.749003640295 -0.286846862243 -0.549090736302 0.234971887156 -3.34904722085 -9.5949833304 -23.4863730424}
	{903 10.491091 13.129017 12.212839 0.68729388903 0.655235894206 -0.216334965071 -0.226918963362 1.0285920068 1.98376469387 -8.47630103306}
	{904 12.919444 6.565319 13.637539 0.822220251596 -0.354962108617 -0.11085003392 -0.430892131851 3.91426843126 3.44672423477 -9.35116088717}
	{905 13.703804 11.259315 6.470806 0.873170995536 0.416213997872 0.109141999442 0.228967998829 2.47022681032 0.283115241434 2.11872374171}
	{906 1.842231 8.78782 8.874557 0.677221805326 0.532236847003 0.31392090976 0.399434885179 2.53455311258 3.2623264727 9.82180792233}
	{907 5.77855 1.84424 10.017218 0.661102866155 0.305103938229 -0.287230941848 -0.622376873995 -10.5749269896 31.3922721009 20.4740192926}
	{908 11.308798 9.583303 8.123182 0.738223545666 -0.489065361498 -0.464187343109 -0.0192660142407 34.5086697254 33.9494166499 8.94329013331}
	{909 10.205595 3.970214 6.099522 0.728281590716 -0.442453751347 -0.519997707768 0.0586769670243 -2.07156544215 1.95838184536 -37.2006360886}
	{910 13.433383 0.690463 3.402986 0.952641165 0.280069048509 0.0334160057878 0.113664019687 -19.4644063674 -12.8521007261 0.513198780971}
	{911 1.61394 4.142977 13.182724 0.891091957482 0.305202985437 0.108828994807 0.317745984839 -16.9267813072 56.8391900076 27.3668142544}
	{912 14.761551 9.22449 9.540105 0.713857368651 0.62578832317 -0.207199107002 -0.23635812206 7.50991722228 -21.0034484581 38.5109233543}
	{913 0.78832 10.083511 0.999331 0.559772087356 0.484477075606 0.439943068656 0.508318079327 7.40526281172 6.29691004595 10.4436953902}
	{914 6.29174 15.263102 6.517191 0.935940574229 0.299577863718 -0.0564319743284 -0.176305919796 17.5365711291 13.5311776053 11.8338823909}
	{915 13.581626 1.339062 5.990509 0.704569830959 0.200624951866 0.186413955275 0.654660842933 19.9898608281 45.0609327779 -27.5798561788}
	{916 12.416067 10.221651 9.100758 0.832117877177 0.534890921049 -0.0792339883049 -0.123261981806 6.98993750632 7.60451959998 -7.2765549841}
	{917 7.162274 10.522411 8.286413 0.719069061697 0.580826049836 0.239752020571 0.296816025467 -6.14633518683 -3.95674975276 -1.12231007198}
	{918 2.022559 1.608834 5.637583 0.572450773999 -0.30501987958 0.0429099830594 -0.759882700002 -6.44318224421 5.08769737936 -1.74701058401}
	{919 9.679157 5.115967 8.600753 0.90316896328 0.372467984857 0.0813719966917 0.197311991978 1.50428387171 -4.21188073526 -0.922387950404}
	{920 11.470075 14.437335 5.153291 0.715301783867 -0.500760848692 -0.100064969765 -0.477041855858 -16.1507746321 3.22665296605 11.373888881}
	{921 7.392106 1.915139 13.843966 0.755721140364 -0.362276067288 -0.0595640110632 -0.542304100725 -22.383136129 11.2282930973 -2.2541559456}
	{922 10.834571 6.487019 12.0037 0.788286097766 -0.274619034059 -0.500439062066 0.229674028485 -10.2039189788 -21.6426462025 -10.8901130918}
	{923 5.404356 1.690032 3.623249 0.934456552927 0.250181880305 0.0655289686489 0.244756882901 -1.14383788508 -3.18253476115 -2.82529998069}
	{924 9.466974 14.199097 15.647692 0.801943079388 0.298841029583 0.180629017881 0.484721047984 25.1141371367 11.7896147509 0.17230840262}
	{925 10.300313 4.794079 4.914003 0.696586022135 0.621425019747 0.238725007586 0.267599008503 15.7358199749 24.0241438946 -1.25071742793}
	{926 14.810452 5.323709 1.188323 0.940918046647 0.100121004964 -0.034229001697 -0.321679015948 -9.63031541349 -5.59746888386 2.236741012}
	{927 4.492089 4.864073 15.491489 0.738980759179 0.606706802285 -0.185883939424 -0.226409926217 0.0262809304346 -0.353642072983 -0.423525712293}
	{928 2.595816 13.622343 0.074885 0.451409965719 -0.268074979642 0.0816989937957 -0.847165935665 1.5565781225 -21.3912753486 5.89159392259}
	{929 0.695684 1.638828 3.330938 0.305115004039 -0.656016008685 0.236280003128 -0.648629008587 5.96003974071 23.034371783 -25.6069359528}
	{930 1.112509 13.154086 5.372844 0.718540955753 0.415929974387 -0.279246982804 -0.482412970293 2.76720251827 3.16646334896 5.65179375425}
	{931 10.273112 1.029752 13.075985 0.834425789586 0.394883900424 0.164450958531 0.347499912372 4.30918858428 2.15608497808 -9.20290900835}
	{932 0.198766 11.190174 3.612571 0.921779794417 -0.236602947231 -0.29171193494 0.0961519785554 -4.29622665343 -3.44270985346 -3.35547673504}
	{933 6.372936 13.338268 10.615689 0.979016905566 -0.0630209939212 -0.0898289913353 0.171711983437 0.682864285225 -2.62572731248 1.40621649205}
	{934 3.968618 13.508038 8.686231 0.861390888316 0.506952934271 0.0160749979158 0.0273139964586 47.3611267444 -4.02339197323 -10.6656454635}
	{935 7.390311 9.491288 12.79126 0.781208741614 0.573337810368 -0.146126951668 -0.199106934145 -7.20810043523 1.22816929281 -40.1668558034}
	{936 7.517175 10.134199 0.981806 0.812085306676 0.582516219981 0.0201260076004 0.0280580105958 -17.3914996664 11.1180687574 34.4755878717}
	{937 9.935742 12.102926 8.500629 0.792557262287 0.59253019609 0.0862760285519 0.11540103819 -21.2003144573 -3.72889168616 7.83962442329}
	{938 14.521924 8.908765 12.621527 0.544637727057 -0.452955773003 0.057643971112 -0.703475647456 6.24096211497 3.24025864329 -3.76512661711}
	{939 12.415036 12.451501 13.901719 0.732831037974 0.584415030284 0.217256011258 0.272429014117 15.2957355168 8.12318942059 13.7047909332}
	{940 1.169107 5.394092 15.621165 0.868613042279 0.390744019019 -0.124995006084 -0.277861013525 -10.4544718624 5.91784621699 -3.46705468769}
	{941 1.335757 14.475457 3.319631 0.588638166588 0.49161713913 -0.411361116417 -0.492544139392 -0.245502937278 1.17217794868 -0.294156989507}
	{942 7.425175 3.566267 5.813529 0.943599557 0.16554492228 -0.0495469767387 -0.282417867411 -15.1215528995 20.4217177697 18.3632371867}
	{943 0.99825 5.04678 3.456516 0.647823052886 0.573130046788 0.332527027146 0.375863030684 2.5560228163 4.11445851902 -4.26077521306}
	{944 8.93411 14.771863 9.431439 0.962358623644 -0.17712693073 -0.198637922317 0.0550899784556 -4.72346339986 4.85780857563 -4.9770929008}
	{945 5.09966 6.939132 5.79308 0.854557848654 -0.310729944968 -0.401610928873 0.109024980691 16.5561005403 24.129620069 -14.3925122451}
	{946 0.307221 1.287889 4.587319 0.60198611861 -0.299789059068 0.0307220060532 -0.739456145696 -1.54985527026 -32.4732885988 25.7686842242}
	{947 2.945374 13.304247 12.803716 0.757763004731 0.0623290003891 -0.0532480003324 -0.647360004041 -9.99620882881 1.5790699104 -2.37067836871}
	{948 6.035344 8.388717 4.768196 0.78602818092 -0.478410110115 -0.187229043094 -0.343844079142 38.5231782258 -39.1670422857 9.86103632219}
	{949 1.845075 8.070297 1.787948 0.779304559428 0.610285654982 0.0877069504158 0.111996936684 -10.0780054698 -2.82312111239 -10.0246292108}
	{950 15.199518 1.463582 5.241418 0.563847015221 -0.610019016467 -0.00388000010474 -0.556721015028 -1.60656699801 -4.20395793817 5.34154689961}
	{951 1.483377 13.70593 13.031569 0.742158838044 -0.553983879108 -0.321949929743 -0.196596957098 30.1679204298 1.3011302011 4.85967820766}
	{952 9.103318 12.22889 10.668717 0.67252390135 0.515124924438 -0.323115952603 -0.421845938121 -1.40155454669 1.66913880443 -3.41523707572}
	{953 9.009928 4.785566 12.177996 0.815770835487 -0.225303954564 -0.455642908113 0.275944944351 1.46199655438 -43.8547696375 6.97124600129}
	{954 3.949175 8.525194 11.866232 0.659637201692 0.64991619872 -0.264927081005 -0.268889082216 -22.3330995244 13.7709841991 47.4233043757}
	{955 11.815866 9.097088 15.125563 0.384461979905 -0.419680978064 0.149192992202 -0.808577957736 -14.6183093181 -30.2040044977 8.043208926}
	{956 0.569046 8.407612 12.859209 0.36028203388 -0.351311033036 0.142552013405 -0.85232408015 -35.431937198 -36.4378082714 13.3771065391}
	{957 8.689944 15.443367 14.272274 0.427852931078 -0.100709983777 0.0356879942511 -0.897510855423 -15.6585522968 -14.5059609298 2.29271676096}
	{958 6.323379 12.667517 0.063396 0.973171990731 -0.159024998485 -0.165228998426 0.0186199998226 48.1355525967 -8.08456224839 19.6131734439}
